"sensor_name","sensor_id","date_installed","tidally_influenced","date_removed","street_name","borough","zipcode","community_board","council_district","census_tract","nta","latitude","longitude","lowest_point_height_delta_inches","location"
"Q - 235th St/129th Ave","Q-235th-st-129th-ave-20pwg0","2024-08-14T00:00:00.000","No",,"235th Street","Queens","11422","413","QN13","4061601","QN1305","40.680741","-73.732096","9.72","POINT (-73.732096 40.680741)"
"Q - Brookville Blvd/ 149th St","Q-brookville-blvd-149th-ave-1zbc0d","2025-08-21T00:00:00.000","Yes",,"Brookville Boulevard","Queens","11422","413","QN13","4069400","QN1306","40.65265","-73.746437","8.9","POINT (-73.746437 40.65265)"
"Q - 50th Ave/65th Pl","Q-50th-ave-65th-pl-1vemc0","2024-05-03T00:00:00.000","No",,"65th Place","Queens","11377","402","QN02","4024300","QN0203","40.73715","-73.900019","10.35","POINT (-73.900019 40.73715)"
"BK - Utica Ave/Rutland Rd","BK-utica-ave-rutland-rd-215zzc","2024-08-23T00:00:00.000","No",,"Rutland Road","Brooklyn","11203","317","BK17","3088002","BK1703","40.660655","-73.931103","11.02","POINT (-73.931103 40.660655)"
"Q - Davenport Ct 1","Q-davenport-ct-1-07zks0","2021-03-05T00:00:00.000","Yes",,"Davenport Court","Queens","11414","410","QN10","4088400","QN1003","40.653387","-73.830559","6.97","POINT (-73.830559 40.653387)"
"Q - 63rd St/Laurel Hill Blvd","Q-63rd-st-laurel-hill-blvd-214qc0","2024-08-22T00:00:00.000","No",,"63rd Street","Queens","11377","402","QN02","4024300","QN0203","40.738246","-73.902776","10.55","POINT (-73.902776 40.738246)"
"BX - E Gun Hill Rd/ Gunther Ave","BX-allerton-ave-e-gun-hill-rd-2918u0","2025-01-23T00:00:00.000","No",,"East Gun Hill Road","Bronx","10469","212","BX12","2035600","BX1202","40.864261","-73.834248","19.33","POINT (-73.834248 40.864261)"
"Q - 54th Ave / Second St","Q-2nd-st-54th-ave-2k9of0","2025-08-29T00:00:00.000","No",,"2nd Street","Queens","11101","402","QN02","4000101","QN0201","40.740837","-73.959307","7.09","POINT (-73.959307 40.740837)"
"BK - Morgan Ave/Johnson Ave","BK-morgan-ave-johnson-ave-1e4600","2023-06-02T00:00:00.000","No",,"Morgan Avenue","Brooklyn","11237","301","BK01","3048500","BK0104","40.707861","-73.932426","36.97","POINT (-73.932426 40.707861)"
"Q - 102nd St/160th Ave","Q-102nd-st-160th-ave-1a5ng0","2023-03-17T00:00:00.000","Yes",,"102nd Street","Queens","11414","410","QN10","4088400","QN1003","40.658779","-73.831185","11.77","POINT (-73.831185 40.658779)"
"Q - Beach 72nd St/Almeda Ave","Q-beach-72nd-st-almeda-ave-1a5hw0","2023-03-17T00:00:00.000","Yes",,"Beach 72nd Street","Queens","11692","414","QN14","4095400","QN1402","40.596572","-73.800994","15.39","POINT (-73.800994 40.596572)"
"Q - 51st Ave/71st St","Q-51st-ave-71st-st-20qac0","2024-08-14T00:00:00.000","No",,"71st Street","Queens","11377","402","QN02","4048900","QN0203","40.735848","-73.893286","27.36","POINT (-73.893286 40.735848)"
"Q - Brookville Blvd/147 Ave","Q-brookville-blvd-147-ave-1i17s0","2023-08-17T00:00:00.000","Yes",,"147th Avenue","Queens","11422","413","QN13","4066401","QN1307","40.65733","-73.744879","6.61","POINT (-73.744879 40.65733)"
"M - Lexington Ave/E 104th St","M-lexington-ave-e-104th-st-1yjfg0","2024-07-03T00:00:00.000","No",,"East 104th Street","Manhattan","10029","111","MN11","1016600","MN1101","40.791021","-73.947317","8.62","POINT (-73.947317 40.791021)"
"Q - Beach 29th St/Seagirt Ave","Q-beach-29th-st-seagirt-ave-1w2p00","2024-05-16T00:00:00.000","No",,"Beach 29th Street","Queens","11691","414","QN14","4099802","QN1401","40.594737","-73.761827","28.43","POINT (-73.761827 40.594737)"
"BK - Mermaid Ave/W 32th St","BK-mermaid-ave-w-32th-st-1uodw0","2024-04-19T00:00:00.000","No","2024-10-31T00:00:00.000","West 32nd Street","Brooklyn","11224","313","BK13","3034200","BK1302","40.575","-73.998473","0","POINT (-73.998473 40.575)"
"BK - Wallabout St/Harrison Ave","BK-wallabout-st-harrison-ave-19qrc0","2023-03-09T00:00:00.000","No",,"Wallabout Street","Brooklyn","11206","301","BK01","3050700","BK0103","40.701603","-73.948601","12.83","POINT (-73.948601 40.701603)"
"BK - 16th Ave/80th St","BK-16th-ave-80th-st-20cdbc","2024-08-07T00:00:00.000","No",,"80th Street","Brooklyn","11214","311","BK11","3018200","BK1101","40.613281","-74.003602","3.46","POINT (-74.003602 40.613281)"
"BX - Corlear Ave/W 234th St","BX-corlear-ave-w-234th-st-2cak60","2025-03-27T00:00:00.000","No",,"Corlear Avenue","Bronx","10463","208","BX08","2028700","BX0802","40.88297","-73.90494","6.5","POINT (-73.90494 40.88297)"
"Q - 204th St/ 100th Ave","Q-204th-st-100th-ave-2msf80","2025-10-17T00:00:00.000","No",,"204th Street","Queens","11423","412","QN12","4051000","QN1206","40.71147","-73.75595","6.93","POINT (-73.75595 40.71147)"
"SI - Lyon Pl/Devens St","SI-lyon-pl-devens-st-0xwzk0","2022-07-22T00:00:00.000","No",,"Lyon Place","Staten Island","10314","501","SI01","5025100","SI0105","40.619373","-74.147436","16.22","POINT (-74.147436 40.619373)"
"BX - Story Ave/Boynton Ave","BX-story-ave-boynton-ave-1zby0o","2024-07-18T00:00:00.000","No",,"Boynton Avenue","Bronx","10473","209","BX09","2002800","BX0901","40.821901","-73.876581","9.25","POINT (-73.876581 40.821901)"
"Q - Brinkerhoff Ave/157th St","Q-brinkerhoff-ave-157th-st-11czg0","2022-09-27T00:00:00.000","No","2025-09-17T00:00:00.000","110th Avenue, Brinkerhoff Avenue","Queens","11433","412","QN12","4026000","QN1202","40.691989","-73.792461","11.89","POINT (-73.792461 40.691989)"
"Q - Queens Blvd/Broadway","Q-queens-boulevard-broadway-20q4s0","2024-08-14T00:00:00.000","No",,"Queens Boulevard","Queens","11373","404","QN04","4047300","QN0401","40.73671","-73.877074","13.94","POINT (-73.877074 40.73671)"
"Q - Beach 35 St/Beach Channel Dr","Q-beach-35-st-beach-channel-dr-1oeug0","2023-12-19T00:00:00.000","Yes",,"Beach 35th Street","Queens","11691","414","QN14","4099200","QN1401","40.596618","-73.767808","6.97","POINT (-73.767808 40.596618)"
"BK - 2nd Ave/49th St","BK-2nd-ave-49th-st-2l8qvc","2025-09-17T00:00:00.000","No",,"2nd Avenue","Brooklyn","11232","307","BK07","3001803","BK0702","40.649742","-74.01632","5.98","POINT (-74.01632 40.649742)"
"Q - 71st St/31st Ave","Q-71st-st-31st-ave-214p1c","2024-08-22T00:00:00.000","No",,"71st Street","Queens","11370","403","QN03","4030905","QN0301","40.758415","-73.896246","10.83","POINT (-73.896246 40.758415)"
"BK - Hancock St/Marcy Ave","BK-hancock-st-marcy-ave-2mfkg0","2025-10-10T00:00:00.000","No",,"Hancock Street","Brooklyn","11216","303","BK03","3024900","BK0301","40.68294","-73.9469","9.49","POINT (-73.9469 40.68294)"
"M - 10th Ave/ W 211th St","M-10th-ave-w-211th-st-1yhnk0","2024-07-02T00:00:00.000","No",,"West 211th Street","Manhattan","10034","112","MN12","1030300","MN1203","40.867128","-73.917187","11.02","POINT (-73.917187 40.867128)"
"Q - Utopia Pkwy/ 67th Ave","Q-utopia-pkwy-67th-ave-1lmjc0","2023-10-26T00:00:00.000","No",,"Utopia Parkway","Queens","11365","408","QN08","4134100","QN0803","40.734408","-73.79335","7.32","POINT (-73.79335 40.734408)"
"Q - Astoria Park/ 18th St","Q-astoria-park-south-18th-st-2ausk0","2025-02-27T00:00:00.000","No",,"Astoria Park South, Astoria Avenue South","Queens","11102","401","QN01","4009100","QN0102","40.775789","-73.926152","9.41","POINT (-73.926152 40.775789)"
"SI - Ridgewood Ave/Arthur Kill Rd","SI-ridgewood-ave-arthur-kill-rd-20e7zc","2024-08-08T00:00:00.000","Yes",,"Arthur Kill Road","Staten Island","10312","503","SI03","5014607","SI0302","40.560325","-74.166351","8.9","POINT (-74.166351 40.560325)"
"BK - Vanderbilt Ave/Flushing Ave","BK-vanderbilt-ave-flushing-ave-214o0o","2024-08-22T00:00:00.000","No",,"Vanderbilt Avenue","Brooklyn","11205","302","BK02","3021100","BK0203","40.697725","-73.970675","16.1","POINT (-73.970675 40.697725)"
"Q - 183rd St/90th Ave","Q-183rd-st-90th-ave-1lmow0","2023-10-26T00:00:00.000","No",,"90th Avenue","Queens","11423","412","QN12","4047000","QN1201","40.711128","-73.777904","9.49","POINT (-73.777904 40.711128)"
"Q - 175th St/75th Ave","Q-175th-st-75th-ave-21u2nc","2024-09-05T00:00:00.000","No",,"175th Street","Queens","11366","408","QN08","4124700","QN0802","40.728269","-73.794784","8.74","POINT (-73.794784 40.728269)"
"BK - 45th St/5th Ave","BK-5th-ave-45th-st-1umrk0","2024-04-18T00:00:00.000","No","2024-12-20T00:00:00.000","45th Street","Brooklyn","11220","307","BK07","3008000","BK0702","40.648417","-74.008333","29.41","POINT (-74.008333 40.648417)"
"SI - Hylan Blvd/ Jefferson Blvd","SI-hylan-blvd-jefferson-blvd-1nhfo0","2023-12-01T00:00:00.000","Yes",,"Hylan Boulevard","Staten Island","10306","502","SI02","5011201","SI0202","40.581063","-74.098494","11.42","POINT (-74.098494 40.581063)"
"BX - Lincoln Ave / Bruckner Blvd","BX-lincoln-ave-e-132nd-st-2kkxa0","2025-09-04T00:00:00.000","No",,"Lincoln Avenue","Bronx","10454","201","BX01","2001901","BX0101","40.806537","-73.930214","11.54","POINT (-73.930214 40.806537)"
"M - Thompson St/Grand St","M-grand-st-thompson-st-2suz00","2026-02-12T00:00:00.000","No",,"Thompson Street","Manhattan","10013","102","MN02","1004700","MN0201","40.722921","-74.004389","10.12","POINT (-74.004389 40.722921)"
"BK - Knickerbocker Ave/ Hart St","BK-knickerbocker-ave-hart-st-1e48s0","2023-06-02T00:00:00.000","No",,"Knickerbocker Avenue","Brooklyn","11237","304","BK04","3042900","BK0401","40.70142","-73.923109","10.43","POINT (-73.923109 40.70142)"
"Q - 232nd St/147th Ave","Q-147th-st-235th-st-1w2dw0","2024-05-16T00:00:00.000","No","2024-07-25T00:00:00.000","147th Avenue","Queens","11413","413","QN13","4069400","QN1306","40.657485","-73.747802","0","POINT (-73.747802 40.657485)"
"BK - Lawrence Ave/Seton Pl","BK-lawrence-ave-seton-pl-2lawdc","2025-09-18T00:00:00.000","No",,"Lawrence Avenue","Brooklyn","11230","314","BK14","3048000","BK1402","40.630042","-73.974964","10.59","POINT (-73.974964 40.630042)"
"Q - 10th St/ Vernon Blvd","Q-10th-st-vernon-blvd-2ausk0","2025-02-27T00:00:00.000","No",,"10th Street","Queens","11106","401","QN01","4004500","QN0105","40.767149","-73.937288","6.18","POINT (-73.937288 40.767149)"
"BK - Putnam Ave / Franklin Ave","BK-putnam-ave-franklin-ave-2jg3bo","2025-08-13T00:00:00.000","No",,"Putnam Avenue","Brooklyn","11238","303","BK03","3022900","BK0301","40.68345","-73.95605","8.27","POINT (-73.95605 40.68345)"
"M - Hancock Pl/Morningside Ave","M-hancock-pl-morningside-ave-1yjfg0","2024-07-03T00:00:00.000","No",,"Morningside Avenue","Manhattan","10027","109","MN09","1020901","MN0901","40.810956","-73.954405","9.61","POINT (-73.954405 40.810956)"
"BK - Coney Island Ave/Caton Ave","BK-coney-island-ave-caton-ave-2lavtc","2025-09-18T00:00:00.000","No",,"Coney Island Avenue","Brooklyn","11218","314","BK14","3050600","BK1402","40.648083","-73.971224","5.31","POINT (-73.971224 40.648083)"
"Q - 169th St/Sayres Ave","Q-169th-st-sayres-ave-1jtq00","2023-09-21T00:00:00.000","No",,"169th Street","Queens","11433","412","QN12","4026600","QN1202","40.69229","-73.781615","8.31","POINT (-73.781615 40.69229)"
"BK - Neptune Ave W 29th St","BK-neptune-ave-w-29th-st-1xvic0","2024-06-20T00:00:00.000","No",,"West 29th Street","Brooklyn","11224","313","BK13","3032800","BK1302","40.577605","-73.995721","8.66","POINT (-73.995721 40.577605)"
"M - Broad St/South St","M-s-st-broad-st-1zbc0d","2025-08-22T00:00:00.000","No",,"Broad Street","Manhattan","10004","101","MN01","1000900","MN0101","40.701836","-74.011231","13.58","POINT (-74.011231 40.701836)"
"BK - 76th St/10th Ave","BK-10th-ave-76th-st-1umos0","2024-04-18T00:00:00.000","No",,"10th Avenue","Brooklyn","11228","310","BK10","3020400","BK1002","40.623751","-74.014499","22.2","POINT (-74.014499 40.623751)"
"Q - Hobart St/31st Ave","Q-hobart-st-31st-ave-214plc","2024-08-22T00:00:00.000","No",,"Hobart Street","Queens","11377","401","QN01","4016300","QN0104","40.757299","-73.908146","23.43","POINT (-73.908146 40.757299)"
"BK - Coney Island Ave/Park Circle","BK-ocean-pkwy-coney-island-ave-2lavec","2025-09-18T00:00:00.000","No",,"Coney Island Avenue","Brooklyn","11218","307","BK07","3050401","BK0701","40.650531","-73.972239","9.13","POINT (-73.972239 40.650531)"
"BK - Mermaid Ave/W 27th St (2)","BK-w-27th-st-mermaid-ave-1zbc0d","2025-08-21T00:00:00.000","No",,"Mermaid Avenue","Brooklyn","11224","313","BK13","3034200","BK1302","40.57563","-73.993336","9.84","POINT (-73.993336 40.57563)"
"M - E Houston St/Baruch Dr","M-e-houston-st-baruch-dr-1zmfzc","2024-07-24T00:00:00.000","No",,"East Houston Street","Manhattan","10002","103","MN03","1002000","MN0303","40.719531","-73.977398","7.8","POINT (-73.977398 40.719531)"
"M - Barclay St/West St","M-barclay-st-w-st-2juumc","2025-08-21T00:00:00.000","No",,"West Street, New York 9 A, New York State Route 9A, West Side Highway, State Route 9 A","Manhattan","10007","101","MN01","1002100","MN0102","40.714444","-74.013332","12.13","POINT (-74.013332 40.714444)"
"Q - Davenport Ct 2","Q-davenport-ct-2-07znk0","2021-03-05T00:00:00.000","Yes","2022-12-14T00:00:00.000","Davenport Court","Queens","11414","410","QN10","4088400","QN1003","40.653387","-73.830559","9.25","POINT (-73.830559 40.653387)"
"Q - Kissena Blvd/ Rose Ave","Q-kissena-blvd-rose-ave-1mpkw0","2023-11-16T00:00:00.000","No",,"Kissena Boulevard","Queens","11355","407","QN07","4083700","QN0706","40.746096","-73.814241","5.39","POINT (-73.814241 40.746096)"
"BK - 3rd Ave/61st St","BK-3rd-ave-61st-st-20cdbc","2024-08-07T00:00:00.000","No",,"61st Street","Brooklyn","11220","307","BK07","3007200","BK0702","40.641339","-74.020726","7.91","POINT (-74.020726 40.641339)"
"BK - DeWitt Ave/Williams Ave","BK-dewitt-ave-williams-ave-215zzc","2024-08-23T00:00:00.000","No",,"Williams Avenue","Brooklyn","11207","305","BK05","3109800","BK0503","40.656385","-73.895703","8.15","POINT (-73.895703 40.656385)"
"Q - 159th St/109th Ave","Q-159th-st-109th-ave-0vr4s0","2022-06-10T00:00:00.000","No","2023-09-21T00:00:00.000","159th Street","Queens","11433","412","QN12","4025402","QN1202","40.69395","-73.793087","6.61","POINT (-73.793087 40.69395)"
"Q - 155th Ave/79th St","Q-155th-ave-79th-st-215zzc","2024-08-23T00:00:00.000","No",,"79th Street","Queens","11414","410","QN10","4006202","QN1003","40.66403","-73.85473","6.5","POINT (-73.85473 40.66403)"
"Q - Brookville Blvd/ Snake Rd 1","Q-brookville-blvd-rockaway-blvd-1-23ndo0","2024-10-10T00:00:00.000","Yes",,"Brookville Boulevard","Queens","11422","413","QN13","4066401","QN1307","40.6439","-73.74448","12.24","POINT (-73.74448 40.6439)"
"Q - 41st Ave/78th St","Q-41st-ave-78th-st-1vep40","2024-05-03T00:00:00.000","No",,"41st Avenue","Queens","11373","404","QN04","4026700","QN0401","40.745681","-73.887337","9.45","POINT (-73.887337 40.745681)"
"Q - Beach 43rd St","Q-beach-43rd-st-15qgw0","2022-12-21T00:00:00.000","Yes",,"Beach 43rd Street","Queens","11691","414","QN14","4097206","QN1402","40.600158","-73.775326","9.72","POINT (-73.775326 40.600158)"
"BK - Richardson St/N 11th St","BK-richardson-st-n-11th-st-1x59w1","2024-06-06T00:00:00.000","No",,"North 11th Street","Brooklyn","11211","301","BK01","3051900","BK0102","40.718256","-73.952593","10.08","POINT (-73.952593 40.718256)"
"M - 3rd Ave/E 25th St","M-3rd-ave-e-25th-st-2mfd4o","2025-10-10T00:00:00.000","No",,"East 25th Street, Bernard Baruch Way","Manhattan","10010","106","MN06","1006800","MN0602","40.740155","-73.982282","17.56","POINT (-73.982282 40.740155)"
"Q - Lewis Ave/101st St","Q-lewis-ave-101st-st-21u2nc","2024-09-05T00:00:00.000","No",,"Lewis Avenue","Queens","11368","404","QN04","4044301","QN0402","40.740431","-73.859311","17.05","POINT (-73.859311 40.740431)"
"M - Waverly Pl/6th Av","M-waverly-pl-6th-av-0mg3o0","2021-12-11T00:00:00.000","No","2022-04-01T00:00:00.000","Waverly Place","Manhattan","10011","102","MN02","1007100","MN0203","40.733009","-74.000316","12.76","POINT (-74.000316 40.733009)"
"BK - Nautilus Ave/Surf Ave","BK-nautilus-ave-surf-ave-20cdbc","2024-08-07T00:00:00.000","No",,"Surf Avenue","Brooklyn","11224","313","BK13","3033600","BK1302","40.575518","-74.008308","7.8","POINT (-74.008308 40.575518)"
"Q - Peck Ave/153rd st","Q-peck-ave-153rd-st-1lmug0","2023-10-26T00:00:00.000","No",,"153rd Street","Queens","11355","407","QN07","4083700","QN0706","40.745617","-73.814417","7.32","POINT (-73.814417 40.745617)"
"M - W 143rd St/Frederick Douglass Blvd","M-w-143rd-st-frederick-douglass-blvd-1yhi00","2024-07-02T00:00:00.000","No",,"West 144th Street","Manhattan","10030","110","MN10","1025900","MN1002","40.822214","-73.942642","13.11","POINT (-73.942642 40.822214)"
"BX - W 232nd St/Irwin Ave","BX-irwin-ave-w-232nd-st-2nie80","2025-10-31T00:00:00.000","No",,"West 232nd Street","Bronx","10463","208","BX08","2028900","BX0802","40.882315","-73.907927","10.08","POINT (-73.907927 40.882315)"
"Q - 25th Ave/ 43rd St","Q-25th-ave-43rd-st-2ausk0","2025-02-27T00:00:00.000","No",,"25th Avenue","Queens","11103","401","QN01","4014300","QN0104","40.766816","-73.909423","10.47","POINT (-73.909423 40.766816)"
"Q - 30th Ave/77th St","Q-30th-ave-77th-st-1vcm40","2024-05-02T00:00:00.000","No",,"77th Street","Queens","11370","403","QN03","4030903","QN0301","40.760622","-73.891141","10.55","POINT (-73.891141 40.760622)"
"BK - Richardson St/N 11th St","BK-richardson-st-n-11th-st-1x59w0","2024-06-06T00:00:00.000","No","2025-11-25T00:00:00.000","North 11th Street","Brooklyn","11211","301","BK01","3051900","BK0102","40.718256","-73.952593","10.08","POINT (-73.952593 40.718256)"
"Q - 78th St/ Atlantic Ave","Q-78th-st-atlantic-ave-2bkxj0","2025-03-13T00:00:00.000","No",,"78th Street","Queens","11416","409","QN09","4003400","QN0904","40.684349","-73.861527","11.65","POINT (-73.861527 40.684349)"
"SI - Saybrook St/Croft Pl","SI-saybrook-st-croft-pl-2n5eg0","2025-10-24T00:00:00.000","No",,"Saybrook Street","Staten Island","10314","502","SI02","5027301","SI0204","40.605167","-74.160819","10.94","POINT (-74.160819 40.605167)"
"BK - Columbia St/Bay St","BK-columbia-st-bay-st-0pzkk0","2022-02-18T00:00:00.000","No",,"Columbia Street","Brooklyn","11231","306","BK06","3005302","BK0601","40.673267","-74.008418","12.83","POINT (-74.008418 40.673267)"
"BK - Avenue Y/E 14th St","BK-avenue-y-e-14th-st-20ru10","2024-08-15T00:00:00.000","No",,"East 14th Street","Brooklyn","11235","315","BK15","3059000","BK1503","40.589699","-73.955668","11.85","POINT (-73.955668 40.589699)"
"Q - Sunbury Rd/Merrick Blvd","Q-sunbury-road-merrick-boulevard-20px3c","2024-08-14T00:00:00.000","No",,"Sunbury Road","Queens","11434","412","QN12","4036800","QN1205","40.683301","-73.768533","14.65","POINT (-73.768533 40.683301)"
"BK - Tompkins Ave/ Fulton St","BK-decatur-st-tompkins-ave-2mfii0","2025-10-10T00:00:00.000","No",,"Tompkins Avenue","Brooklyn","11216","303","BK03","3026900","BK0301","40.6802","-73.94321","10.24","POINT (-73.94321 40.6802)"
"Q - 79th St/151st Ave","Q-79th-st-151-ave-1w2go0","2024-05-16T00:00:00.000","No",,"79th Street","Queens","11414","410","QN10","4006202","QN1003","40.667256","-73.855389","56.69","POINT (-73.855389 40.667256)"
"BK - E104th St/ Ave M","BK-avenue-m-e-104th-st-2nick0","2025-10-31T00:00:00.000","No",,"East 104th Street","Brooklyn","11236","318","BK18","3101400","BK1803","40.64054","-73.88827","11.5","POINT (-73.88827 40.64054)"
"BX - Schurz Ave/Mullan Pl","BX-mullan-pl-pennyfield-ave-1vpks0","2024-05-09T00:00:00.000","No",,"Mullen Place","Bronx","10465","210","BX10","2011800","BX1002","40.815776","-73.807329","5.98","POINT (-73.807329 40.815776)"
"M - E 79th St/ 1st Ave","M-e-79th-st-1st-ave-29txio","2025-02-07T00:00:00.000","No",,"East 79th Street","Manhattan","10075","108","MN08","1013203","MN0801","40.77222","-73.95258","5.28","POINT (-73.95258 40.77222)"
"BX - Louis Niñé Bl/Southern Bl","BX-louis-niñé-bl-southern-bl-0pmu80","2022-02-11T00:00:00.000","No",,"Louis Nine Boulevard, Wilkins Avenue","Bronx","10459","203","BX03","2012300","BX0303","40.830972","-73.89224","13.23","POINT (-73.89224 40.830972)"
"Q - 100th St/34th Ave","Q-34th-ave-100th-st-1vcjc0","2024-05-02T00:00:00.000","No",,"100th Street","Queens","11368","403","QN03","4037700","QN0303","40.755249","-73.868158","9.84","POINT (-73.868158 40.755249)"
"Q - 47th Ave/102nd St","Q-47th-ave-102nd-st-20pwg0","2024-08-14T00:00:00.000","No",,"102nd Street","Queens","11368","404","QN04","4041300","QN0402","40.744845","-73.861614","11.54","POINT (-73.861614 40.744845)"
"SI - Olympia Blvd/ Mapleton Ave","SI-olympia-blvd-mapleton-ave-1dee80","2023-05-19T00:00:00.000","Yes",,"Olympia Boulevard","Staten Island","10306","502","SI02","5011203","SI0202","40.573983","-74.091884","11.65","POINT (-74.091884 40.573983)"
"Q - Church Rd/E 6th Rd","Q-church-rd-e-6th-rd-2jvgso","2025-08-21T00:00:00.000","Yes",,"Church Road, 101st Street","Queens","11693","414","QN14","4107201","QN1403","40.60918","-73.817947","10.35","POINT (-73.817947 40.60918)"
"BX - Gillespie Ave/ Lasalle Ave","BX-gillespie-ave-la-salle-ave-291wwo","2025-01-23T00:00:00.000","No",,"Gillespie Avenue","Bronx","10461","210","BX10","2018400","BX1002","40.839289","-73.830338","8.31","POINT (-73.830338 40.839289)"
"BX - Tier St/William Ave","BX-tier-st-william-ave-1hd2c0","2023-08-04T00:00:00.000","Yes","2023-10-12T00:00:00.000","Tier Street","Bronx","10464","210","BX10","2051601","BX1003","40.847966","-73.789598","12.83","POINT (-73.789598 40.847966)"
"BK - Howard Ave/ Macon St","Q-onderdonk-ave-flushing-ave-2mf9uc","2025-10-10T00:00:00.000","No",,"Howard Avenue","Brooklyn","11233","303","BK03","3037700","BK0302","40.684294","-73.920195","10.47","POINT (-73.920195 40.684294)"
"BK - Halsey St/ Throop Ave","BK-halsey-st-throop-ave-2mfhfo","2025-10-10T00:00:00.000","No",,"Halsey Street","Brooklyn","11216","303","BK03","3026700","BK0301","40.682874","-73.941032","7.28","POINT (-73.941032 40.682874)"
"BK - E102nd St/ Ave N","BK-winthrop-st-remsen-ave-2nick0","2025-10-31T00:00:00.000","No",,"Remsen Avenue","Brooklyn","11212","317","BK17","3086600","BK1703","40.63781","-73.8876","3.94","POINT (-73.8876 40.63781)"
"Q - 56th Ave/ Springfield Blvd","Q-56th-ave-springfield-blvd-1zbc0d","2025-09-11T00:00:00.000","No",,"56th Avenue","Queens","11364","411","QN11","4138501","QN1102","40.75255","-73.7591","8.19","POINT (-73.7591 40.75255)"
"Q - 120th Ave/177th Pl","Q-sunbury-road-177th-place-20pwtc","2024-08-14T00:00:00.000","No",,"177th Place","Queens","11434","412","QN12","4036800","QN1205","40.685102","-73.767066","8.5","POINT (-73.767066 40.685102)"
"Q - 76th St/37th Rd","Q-76th-st-37th-rd-214qm0","2024-08-22T00:00:00.000","No",,"37th Road","Queens","11372","403","QN03","4028700","QN0301","40.747519","-73.889395","8.78","POINT (-73.889395 40.747519)"
"BX - Radcliffe Ave/Van Nest Ave","BX-van-nest-ave-radcliff-ave-2lnmso","2025-09-25T00:00:00.000","No",,"Van Nest Avenue","Bronx","10462","211","BX11","2025200","BX1102","40.846488","-73.856049","11.06","POINT (-73.856049 40.846488)"
"BK - Winthrop St/ E 46th St","BK-e-46th-st-winthrop-st-2rrxg0","2026-01-22T00:00:00.000","No",,"Winthrop Street","Brooklyn","11203","309","BK09","3087600","BK0902","40.65809","-73.93521","10.83","POINT (-73.93521 40.65809)"
"BK - Ocean View Ave / Brighton 3rd St","BK-oceanview-ave-ocean-view-ave-24qgzc","2024-10-31T00:00:00.000","No",,"Oceanview Avenue, Ocean View Avenue","Brooklyn","11235","313","BK13","3036400","BK1303","40.579018","-73.965033","8.39","POINT (-73.965033 40.579018)"
"M - Bennett Ave/Broadway","M-bennett-ave-broadway-1yhi00","2024-07-02T00:00:00.000","No",,"Bennett Avenue","Manhattan","10040","112","MN12","1027900","MN1202","40.859338","-73.931534","17.28","POINT (-73.931534 40.859338)"
"Q - Linden Pl/ 28th Ave","Q-whitestone-expressway-linden-pl-2kxrqc","2025-09-11T00:00:00.000","No",,"Linden Place","Queens","11354","407","QN07","4090700","QN0701","40.772019","-73.833792","4.69","POINT (-73.833792 40.772019)"
"Q - 145th Rd/Springfield Blvd","Q-145th-road-springfield-boulevard-20pw7o","2024-08-14T00:00:00.000","No",,"Springfield Boulevard","Queens","11413","413","QN13","4032000","QN1306","40.663945","-73.759328","9.25","POINT (-73.759328 40.663945)"
"BX - Newman Ave/ Gildersleeve Ave","BX-newman-ave-gildersleeve-ave-2o89w0","2025-11-14T00:00:00.000","No",,"Newman Avenue","Bronx","10473","209","BX09","2000400","BX0902","40.80957","-73.85431","8.66","POINT (-73.85431 40.80957)"
"M - Delancey St/FDR Dr","M-delancey-st-fdr-dr-2suzbo","2026-02-12T00:00:00.000","No",,"FDR Drive, FDR Drive West Lane, East River Drive","Manhattan","10002","103","MN03","1001001","MN0302","40.71467","-73.976881","6.85","POINT (-73.976881 40.71467)"
"BK - 9th St/Smith St","BK-9th-st-smith-st-0etvg0","2021-07-16T00:00:00.000","No","2021-12-10T00:00:00.000","9th Street","Brooklyn","11215","306","BK06","3011902","BK0601","40.673654","-73.995396","13.07","POINT (-73.995396 40.673654)"
"M - E 108th St/1st Ave","M-e-108th-st-1st-ave-1vrco0","2024-05-10T00:00:00.000","No",,"East 108th Street","Manhattan","10029","111","MN11","1017000","MN1101","40.790943","-73.939451","1.81","POINT (-73.939451 40.790943)"
"BK - Carroll St/4th Av","BK-carroll-st-4th-av-0ery00","2021-07-15T00:00:00.000","No",,"Carroll Street","Brooklyn","11215","306","BK06","3011901","BK0601","40.676281","-73.984089","5.67","POINT (-73.984089 40.676281)"
"Q - Deerfield Rd/Beach 28th St","Q-deerfield-rd-beach-28th-st-1zdul0","2024-07-19T00:00:00.000","Yes",,"Beach 28th Street","Queens","11691","414","QN14","4099801","QN1401","40.597343","-73.761458","9.37","POINT (-73.761458 40.597343)"
"Q - 24th St/Bay 24th St","Q-bay-24-st-cornage-ave-1w2rs0","2024-05-16T00:00:00.000","No",,"Bay 24th Street","Queens","11691","414","QN14","4100804","QN1401","40.602601","-73.761457","8.54","POINT (-73.761457 40.602601)"
